 	Area	%Area
1	16384	95.074
2	16384	93.134
3	16384	96.960
4	16384	94.727
5	16384	88.568
6	16384	96.497
7	16384	91.425
8	16384	92.548
9	16384	92.474
10	16384	87.946
11	16384	89.972
12	16384	92.676
13	16384	91.284
14	16384	92.224
15	16384	96.344
16	16384	96.344
17	16384	91.083
18	16384	96.729
19	16384	95.758
20	16384	95.300
21	16384	93.536
22	16384	95.819
23	16384	96.967
24	16384	92.932
25	16384	93.170
26	16384	87.170
27	16384	95.813
28	16384	95.978
29	16384	96.381
30	16384	91.901
31	16384	97.571
32	16384	98.169
33	16384	94.092
34	16384	95.654
35	16384	96.106
36	16384	95.465
37	16384	91.760
38	16384	95.294
39	16384	97.144
40	16384	97.736
41	16384	98.169
42	16384	97.119
43	16384	95.404
44	16384	96.289
45	16384	93.372
46	16384	88.965
47	16384	93.005
48	16384	94.257
49	16384	95.935
50	16384	91.888
51	16384	94.019
52	16384	93.085
53	16384	93.738
54	16384	96.246
